date,ticker,action,shares,price,value,confidence,profit,profit_pct
2024-01-04,AMT,BUY,17,567.0499877929688,9649.489642272949,0.5262879190469308,,
2024-01-04,AWK,BUY,17,567.0499877929688,9649.489642272949,0.5262879190469308,,
2024-01-25,AMT,SELL,17,622.5800170898438,10573.276430236816,,923.786787963867,9.57342639052015
2024-01-25,AWK,SELL,17,622.5800170898438,10573.276430236816,,923.786787963867,9.57342639052015
2024-02-16,AMT,BUY,18,546.6599731445312,9849.719396118164,1.0,,
2024-02-16,AWK,BUY,18,546.6599731445312,9849.719396118164,1.0,,
2024-02-21,MMM,BUY,62,164.2899932861328,10196.165563323973,0.5013546821844813,,
2024-02-21,ABT,BUY,62,164.2899932861328,10196.165563323973,0.5013546821844813,,
2024-02-21,AES,BUY,62,164.2899932861328,10196.165563323973,0.5013546821844813,,
2024-02-21,APD,BUY,62,164.2899932861328,10196.165563323973,0.5013546821844813,,
2024-02-21,ABNB,BUY,62,164.2899932861328,10196.165563323973,0.5013546821844813,,
2024-02-21,AKAM,BUY,62,164.2899932861328,10196.165563323973,0.5013546821844813,,
2024-02-21,ALB,BUY,62,164.2899932861328,10196.165563323973,0.5013546821844813,,
2024-02-21,ARE,BUY,62,164.2899932861328,10196.165563323973,0.5013546821844813,,
2024-02-22,MMM,SELL,62,181.86000061035156,11264.044717803956,,1067.8791544799824,10.473340667605356
2024-02-22,ABT,SELL,62,181.86000061035156,11264.044717803956,,1067.8791544799824,10.473340667605356
2024-02-22,AES,SELL,62,181.86000061035156,11264.044717803956,,1067.8791544799824,10.473340667605356
2024-02-22,APD,SELL,62,181.86000061035156,11264.044717803956,,1067.8791544799824,10.473340667605356
2024-02-22,ABNB,SELL,62,181.86000061035156,11264.044717803956,,1067.8791544799824,10.473340667605356
2024-02-22,AKAM,SELL,62,181.86000061035156,11264.044717803956,,1067.8791544799824,10.473340667605356
2024-02-22,ALB,SELL,62,181.86000061035156,11264.044717803956,,1067.8791544799824,10.473340667605356
2024-02-22,ARE,SELL,62,181.86000061035156,11264.044717803956,,1067.8791544799824,10.473340667605356
2024-03-19,MMM,BUY,62,181.4199981689453,11259.287926361083,0.5372665187303374,,
2024-03-19,ABT,BUY,62,181.4199981689453,11259.287926361083,0.5372665187303374,,
2024-03-19,AES,BUY,62,181.4199981689453,11259.287926361083,0.5372665187303374,,
2024-03-19,APD,BUY,62,181.4199981689453,11259.287926361083,0.5372665187303374,,
2024-03-19,ABNB,BUY,62,181.4199981689453,11259.287926361083,0.5372665187303374,,
2024-03-19,AKAM,BUY,62,181.4199981689453,11259.287926361083,0.5372665187303374,,
2024-03-19,ALB,BUY,62,181.4199981689453,11259.287926361083,0.5372665187303374,,
2024-03-19,ARE,BUY,62,181.4199981689453,11259.287926361083,0.5372665187303374,,
2024-05-16,MMM,SELL,62,162.6199951171875,10072.35725756836,,-1186.9306687927237,-10.541791599571704
2024-05-16,ABT,SELL,62,162.6199951171875,10072.35725756836,,-1186.9306687927237,-10.541791599571704
2024-05-16,AES,SELL,62,162.6199951171875,10072.35725756836,,-1186.9306687927237,-10.541791599571704
2024-05-16,APD,SELL,62,162.6199951171875,10072.35725756836,,-1186.9306687927237,-10.541791599571704
2024-05-16,ABNB,SELL,62,162.6199951171875,10072.35725756836,,-1186.9306687927237,-10.541791599571704
2024-05-16,AKAM,SELL,62,162.6199951171875,10072.35725756836,,-1186.9306687927237,-10.541791599571704
2024-05-16,ALB,SELL,62,162.6199951171875,10072.35725756836,,-1186.9306687927237,-10.541791599571704
2024-05-16,ARE,SELL,62,162.6199951171875,10072.35725756836,,-1186.9306687927237,-10.541791599571704
2024-06-14,AMT,SELL,18,525.3099975585938,9446.124376098633,,-403.59502001953115,-4.097528099923237
2024-06-14,AWK,SELL,18,525.3099975585938,9446.124376098633,,-403.59502001953115,-4.097528099923237
2024-06-18,MMM,BUY,64,154.6300048828125,9906.216632812499,0.5246287462237383,,
2024-06-18,ABT,BUY,64,154.6300048828125,9906.216632812499,0.5246287462237383,,
2024-06-18,AES,BUY,64,154.6300048828125,9906.216632812499,0.5246287462237383,,
2024-06-18,APD,BUY,64,154.6300048828125,9906.216632812499,0.5246287462237383,,
2024-06-18,ABNB,BUY,64,154.6300048828125,9906.216632812499,0.5246287462237383,,
2024-06-18,AKAM,BUY,64,154.6300048828125,9906.216632812499,0.5246287462237383,,
2024-06-18,ALB,BUY,64,154.6300048828125,9906.216632812499,0.5246287462237383,,
2024-06-18,ARE,BUY,64,154.6300048828125,9906.216632812499,0.5246287462237383,,
2024-06-18,ALGN,BUY,64,154.6300048828125,9906.216632812499,0.5246287462237383,,
2024-06-18,ALLE,BUY,64,154.6300048828125,9906.216632812499,0.5246287462237383,,
2024-07-05,MMM,SELL,64,171.89999389648438,10990.598009765625,,1084.3813769531262,10.94647348374469
2024-07-05,ABT,SELL,64,171.89999389648438,10990.598009765625,,1084.3813769531262,10.94647348374469
2024-07-05,AES,SELL,64,171.89999389648438,10990.598009765625,,1084.3813769531262,10.94647348374469
2024-07-05,APD,SELL,64,171.89999389648438,10990.598009765625,,1084.3813769531262,10.94647348374469
2024-07-05,ABNB,SELL,64,171.89999389648438,10990.598009765625,,1084.3813769531262,10.94647348374469
2024-07-05,AKAM,SELL,64,171.89999389648438,10990.598009765625,,1084.3813769531262,10.94647348374469
2024-07-05,ALB,SELL,64,171.89999389648438,10990.598009765625,,1084.3813769531262,10.94647348374469
2024-07-05,ARE,SELL,64,171.89999389648438,10990.598009765625,,1084.3813769531262,10.94647348374469
2024-07-05,ALGN,SELL,64,171.89999389648438,10990.598009765625,,1084.3813769531262,10.94647348374469
2024-07-05,ALLE,SELL,64,171.89999389648438,10990.598009765625,,1084.3813769531262,10.94647348374469
2024-07-18,MMM,BUY,71,155.77000427246094,11070.72997364807,0.7180586339271123,,
2024-07-18,ABT,BUY,71,155.77000427246094,11070.72997364807,0.7180586339271123,,
2024-07-18,AES,BUY,71,155.77000427246094,11070.72997364807,0.7180586339271123,,
2024-07-18,APD,BUY,71,155.77000427246094,11070.72997364807,0.7180586339271123,,
2024-07-18,ABNB,BUY,71,155.77000427246094,11070.72997364807,0.7180586339271123,,
2024-07-18,AKAM,BUY,71,155.77000427246094,11070.72997364807,0.7180586339271123,,
2024-07-18,ALB,BUY,71,155.77000427246094,11070.72997364807,0.7180586339271123,,
2024-07-18,ARE,BUY,71,155.77000427246094,11070.72997364807,0.7180586339271123,,
2024-07-18,ALGN,BUY,71,155.77000427246094,11070.72997364807,0.7180586339271123,,
2024-07-18,ALLE,BUY,71,155.77000427246094,11070.72997364807,0.7180586339271123,,
2024-08-15,MMM,SELL,71,147.36000061035156,10452.097483291625,,-618.6324903564455,-5.588000898124979
2024-08-15,ABT,SELL,71,147.36000061035156,10452.097483291625,,-618.6324903564455,-5.588000898124979
2024-08-15,AES,SELL,71,147.36000061035156,10452.097483291625,,-618.6324903564455,-5.588000898124979
2024-08-15,APD,SELL,71,147.36000061035156,10452.097483291625,,-618.6324903564455,-5.588000898124979
2024-08-15,ABNB,SELL,71,147.36000061035156,10452.097483291625,,-618.6324903564455,-5.588000898124979
2024-08-15,AKAM,SELL,71,147.36000061035156,10452.097483291625,,-618.6324903564455,-5.588000898124979
2024-08-15,ALB,SELL,71,147.36000061035156,10452.097483291625,,-618.6324903564455,-5.588000898124979
2024-08-15,ARE,SELL,71,147.36000061035156,10452.097483291625,,-618.6324903564455,-5.588000898124979
2024-08-15,ALGN,SELL,71,147.36000061035156,10452.097483291625,,-618.6324903564455,-5.588000898124979
2024-08-15,ALLE,SELL,71,147.36000061035156,10452.097483291625,,-618.6324903564455,-5.588000898124979
2024-09-03,MMM,BUY,76,136.94000244140625,10417.84762573242,0.549409442342022,,
2024-09-03,ABT,BUY,76,136.94000244140625,10417.84762573242,0.549409442342022,,
2024-09-03,AES,BUY,76,136.94000244140625,10417.84762573242,0.549409442342022,,
2024-09-03,APD,BUY,76,136.94000244140625,10417.84762573242,0.549409442342022,,
2024-09-03,ABNB,BUY,76,136.94000244140625,10417.84762573242,0.549409442342022,,
2024-09-03,AKAM,BUY,76,136.94000244140625,10417.84762573242,0.549409442342022,,
2024-09-03,ALB,BUY,76,136.94000244140625,10417.84762573242,0.549409442342022,,
2024-09-03,ARE,BUY,76,136.94000244140625,10417.84762573242,0.549409442342022,,
2024-09-03,ALGN,BUY,76,136.94000244140625,10417.84762573242,0.549409442342022,,
2024-09-03,ALLE,BUY,76,136.94000244140625,10417.84762573242,0.549409442342022,,
2024-09-19,MMM,SELL,76,156.74000549316406,11900.328177062987,,1482.4805513305673,14.230199985540127
2024-09-19,ABT,SELL,76,156.74000549316406,11900.328177062987,,1482.4805513305673,14.230199985540127
2024-09-19,AES,SELL,76,156.74000549316406,11900.328177062987,,1482.4805513305673,14.230199985540127
2024-09-19,APD,SELL,76,156.74000549316406,11900.328177062987,,1482.4805513305673,14.230199985540127
2024-09-19,ABNB,SELL,76,156.74000549316406,11900.328177062987,,1482.4805513305673,14.230199985540127
2024-09-19,AKAM,SELL,76,156.74000549316406,11900.328177062987,,1482.4805513305673,14.230199985540127
2024-09-19,ALB,SELL,76,156.74000549316406,11900.328177062987,,1482.4805513305673,14.230199985540127
2024-09-19,ARE,SELL,76,156.74000549316406,11900.328177062987,,1482.4805513305673,14.230199985540127
2024-09-19,ALGN,SELL,76,156.74000549316406,11900.328177062987,,1482.4805513305673,14.230199985540127
2024-09-19,ALLE,SELL,76,156.74000549316406,11900.328177062987,,1482.4805513305673,14.230199985540127
2024-09-19,AMT,BUY,22,526.4400024414062,11593.261733764648,0.5524442757979384,,
2024-09-19,AWK,BUY,22,526.4400024414062,11593.261733764648,0.5524442757979384,,
2024-10-11,AEP,BUY,151,79.69476318359375,12045.943149963377,0.6009916405191122,,
2024-10-22,MMM,BUY,78,154.08999633789062,12031.038734069823,0.5475828808624303,,
2024-10-22,ABT,BUY,78,154.08999633789062,12031.038734069823,0.5475828808624303,,
2024-10-22,AES,BUY,78,154.08999633789062,12031.038734069823,0.5475828808624303,,
2024-10-22,APD,BUY,78,154.08999633789062,12031.038734069823,0.5475828808624303,,
2024-10-22,ABNB,BUY,78,154.08999633789062,12031.038734069823,0.5475828808624303,,
2024-10-22,AKAM,BUY,78,154.08999633789062,12031.038734069823,0.5475828808624303,,
2024-10-22,ALB,BUY,78,154.08999633789062,12031.038734069823,0.5475828808624303,,
2024-11-12,AMT,SELL,22,526.4199829101562,11569.658384399414,,-23.603349365233953,-0.20359541522719768
2024-11-12,AWK,SELL,22,526.4199829101562,11569.658384399414,,-23.603349365233953,-0.20359541522719768
2024-11-12,AOS,BUY,69,166.50155639648438,11500.095998748779,1.0,,
2024-11-12,ABBV,BUY,69,166.50155639648438,11500.095998748779,1.0,,
